S. No.,State,District,Location,Longitude,Latitude,Year,pH,EC (µS/cm at,CO3 (mg/L),HCO3,Cl (mg/L),F (mg/L),SO4,NO3,PO4,Total Hardness,Ca (mg/L),Mg (mg/L),Na (mg/L),K (mg/L),Fe (ppm),As (ppb),U (ppb),coordinate_flag,NO3_extreme_flag
12649.0,Andhra Pradesh,Chittoor,Bairupalli,78.5074,12.9632,2023.0,7.78,700.0,317.0,428.0,48.0,0.88,34.0,7.0,,220.0,58.0,18.0,63.0,5.0,,,,,
12651.0,Andhra Pradesh,Chittoor,M.Kotur,78.7529,13.1037,2023.0,7.91,470.0,61.0,258.0,128.0,0.29,2.0,0.0,,130.0,18.0,22.0,49.0,2.0,,,,,
12677.0,Andhra Pradesh,East Godavari,Kovvur,81.7416,17.0036,2023.0,7.37,600.0,0.0,305.0,32.0,0.21,26.0,7.0,,245.0,60.0,23.0,27.0,21.0,,,,,
12678.0,Andhra Pradesh,East Godavari,Goparam,81.6972,16.916,2023.0,7.34,1030.0,0.0,464.0,85.0,0.21,50.0,24.0,,340.0,88.0,30.0,86.0,29.0,,,,,
12679.0,Andhra Pradesh,East Godavari,Munipalli,81.7101,16.8685,2023.0,7.13,3190.0,0.0,561.0,763.0,0.76,145.0,1.0,,885.0,164.0,117.0,388.0,3.0,,,,,
12680.0,Andhra Pradesh,East Godavari,Chityala,81.5966,17.0895,2023.0,7.48,920.0,0.0,293.0,69.0,1.74,71.0,55.0,,310.0,74.0,30.0,61.0,15.0,,,,,
12681.0,Andhra Pradesh,East Godavari,Vegeshwarapuram,81.6735,17.1108,2023.0,7.28,1010.0,0.0,293.0,162.0,0.2,37.0,17.0,,375.0,96.0,34.0,70.0,2.0,,,,,
12682.0,Andhra Pradesh,East Godavari,Dondapudi,81.544,17.2097,2023.0,7.39,1740.0,0.0,690.0,192.0,1.82,51.0,54.0,,495.0,74.0,77.0,227.0,4.0,,,,,
12683.0,Andhra Pradesh,East Godavari,Seethampeta,81.7216,16.9299,2023.0,7.28,1010.0,0.0,397.0,169.0,0.42,22.0,1.0,,400.0,82.0,47.0,69.0,2.0,,,,,
12684.0,Andhra Pradesh,East Godavari,Lakshmipuram,81.0484,17.7197,2023.0,7.33,1840.0,0.0,866.0,137.0,0.52,52.0,74.0,,565.0,80.0,89.0,201.0,11.0,,,,,
12685.0,Andhra Pradesh,East Godavari,Edugarallapalli,81.1783,17.7427,2023.0,7.93,1940.0,0.0,866.0,126.0,2.04,65.0,54.0,,130.0,22.0,19.0,399.0,3.0,,,,,
12676.0,Andhra Pradesh,East Godavari,Tallapudi,81.6687,17.124,2023.0,7.3,1140.0,0.0,622.0,94.0,0.33,14.0,2.0,,330.0,64.0,43.0,133.0,8.0,,,,,
12686.0,Andhra Pradesh,East Godavari,Sarivela,81.2829,17.7817,2023.0,7.3,860.0,0.0,448.0,17.0,0.38,1.0,1.0,,375.0,82.0,43.0,26.0,2.0,,,,,
12688.0,Andhra Pradesh,East Godavari,Chintur,81.3946,17.7456,2023.0,6.85,190.0,0.0,31.0,45.0,0.1,7.0,0.0,,70.0,20.0,5.0,9.0,2.0,,,,,
12689.0,Andhra Pradesh,Eluru,Nuzivedu,80.855,16.7868,2023.0,7.8,1511.0,0.0,537.0,186.0,0.65,32.0,5.0,,387.0,66.0,54.0,153.0,30.0,,,,,
12690.0,Andhra Pradesh,Eluru,Kaikaluru1,81.2006,16.5451,2023.0,7.6,3350.0,0.0,659.0,521.0,0.25,221.0,75.0,,607.0,140.0,62.0,406.0,114.0,,,,,
12691.0,Andhra Pradesh,Eluru,Kopparagudem (Upparagudem),81.1741,16.4083,2023.0,7.8,4138.0,0.0,842.0,546.0,0.5,422.0,24.0,,708.0,126.0,95.0,590.0,46.0,,,,,
12692.0,Andhra Pradesh,Eluru,Mandavalli,81.1638,16.5178,2023.0,6.9,6130.0,0.0,525.0,1422.0,0.38,433.0,9.0,,1201.0,244.0,144.0,854.0,18.0,,,,,
12693.0,Andhra Pradesh,Eluru,Kanukollu,81.1346,16.4609,2023.0,7.5,1304.0,0.0,342.0,126.0,0.35,111.0,2.0,,356.0,83.0,36.0,117.0,9.0,,,,,
12694.0,Andhra Pradesh,Eluru,Vadlamanu,80.8092,16.7208,2023.0,7.5,1090.0,0.0,427.0,68.0,1.21,47.0,0.0,,393.0,73.0,52.0,41.0,7.0,,,,,
12695.0,Andhra Pradesh,Eluru,Palevada,81.2867,16.5794,2023.0,7.3,6579.0,0.0,732.0,1597.0,0.67,181.0,5.0,,1084.0,130.0,184.0,983.0,11.0,,,,,
12696.0,Andhra Pradesh,Eluru,Kalidindi,81.2902,16.5052,2023.0,8.0,320.0,0.0,134.0,22.0,0.19,16.0,1.0,,97.0,30.0,6.0,25.0,5.0,,,,,
12687.0,Andhra Pradesh,East Godavari,Mothugudem,81.6319,17.8279,2023.0,7.1,610.0,0.0,354.0,26.0,0.2,1.0,1.0,,275.0,78.0,21.0,11.0,4.0,,,,,
12675.0,Andhra Pradesh,East Godavari,I.Pangadi,81.6484,17.0183,2023.0,7.49,970.0,0.0,281.0,166.0,0.22,29.0,1.0,,335.0,68.0,41.0,60.0,25.0,,,,,
12674.0,Andhra Pradesh,East Godavari,Nidadavolu,81.6746,16.8947,2023.0,7.43,960.0,0.0,494.0,68.0,0.25,36.0,0.0,,330.0,82.0,32.0,76.0,24.0,,,,,
12673.0,Andhra Pradesh,East Godavari,Tadipudi,81.659,17.1633,2023.0,7.48,920.0,0.0,506.0,33.0,0.68,46.0,6.0,,250.0,60.0,24.0,117.0,19.0,,,,,
12652.0,Andhra Pradesh,Chittoor,Koppedu,79.7054,13.4095,2023.0,7.89,300.0,110.0,178.0,37.0,0.08,8.0,2.0,,90.0,20.0,10.0,20.0,14.0,,,,,
12653.0,Andhra Pradesh,Chittoor,Kondakindapalli,79.2789,13.3831,2023.0,7.76,810.0,275.0,455.0,79.0,0.62,43.0,10.0,,230.0,52.0,24.0,72.0,5.0,,,,,
12654.0,Andhra Pradesh,Chittoor,Kanipakam,79.0321,13.2764,2023.0,8.85,600.0,192.0,399.0,96.0,0.2,34.0,1.0,,25.0,6.0,2.0,137.0,6.0,,,,,
12655.0,Andhra Pradesh,Chittoor,Kothapalli,79.0473,13.4282,2023.0,7.94,1330.0,549.0,782.0,135.0,0.99,25.0,2.0,,240.0,48.0,30.0,200.0,6.0,,,,,
12656.0,Andhra Pradesh,Chittoor,Ugranampalli,79.1859,13.322,2023.0,8.02,1040.0,293.0,622.0,207.0,0.4,15.0,0.0,,160.0,30.0,22.0,160.0,9.0,,,,,
12658.0,Andhra Pradesh,Chittoor,Maddipatlapalle,79.0293,13.3189,2023.0,7.88,570.0,67.0,365.0,135.0,0.31,54.0,0.0,,80.0,14.0,11.0,104.0,5.0,,,,,
12659.0,Andhra Pradesh,Chittoor,Netteri (Kaipakkam),79.668,13.3429,2023.0,7.7,1500.0,317.0,890.0,303.0,0.16,42.0,20.0,,110.0,12.0,21.0,292.0,6.0,,,,,
12660.0,Andhra Pradesh,Chittoor,Pothurajugunta,79.3389,13.1514,2023.0,7.71,860.0,372.0,460.0,46.0,1.04,15.0,10.0,,230.0,48.0,27.0,85.0,1.0,,,,,
12661.0,Andhra Pradesh,Chittoor,Nallisettipalli,79.0336,13.2219,2023.0,7.57,1210.0,543.0,713.0,69.0,1.01,48.0,28.0,,360.0,80.0,40.0,112.0,3.0,,,,,
12662.0,Andhra Pradesh,Chittoor,Dhandikuppam,78.4435,12.8681,2023.0,7.63,1380.0,488.0,837.0,125.0,1.22,55.0,70.0,,260.0,56.0,29.0,198.0,4.0,,,,,
12663.0,Andhra Pradesh,Chittoor,Mekalanagireddypally,78.6476,13.094,2023.0,7.82,830.0,366.0,468.0,54.0,1.05,11.0,11.0,,185.0,40.0,21.0,106.0,0.0,,,,,
12664.0,Andhra Pradesh,East Godavari,Gokavaram,81.8475,17.2653,2023.0,7.77,640.0,0.0,366.0,37.0,0.55,6.0,1.0,,225.0,48.0,26.0,60.0,10.0,,,,,
12665.0,Andhra Pradesh,East Godavari,Rajanagaram,81.9065,17.083,2023.0,7.35,980.0,0.0,384.0,120.0,0.35,41.0,1.0,,320.0,90.0,23.0,102.0,1.0,,,,,
12666.0,Andhra Pradesh,East Godavari,Rajahmundry,81.7828,17.0129,2023.0,7.3,800.0,0.0,375.0,60.0,0.19,44.0,14.0,,325.0,92.0,23.0,50.0,13.0,,,,,
12667.0,Andhra Pradesh,East Godavari,Anaparthy,81.9542,16.9384,2023.0,7.4,730.0,0.0,259.0,92.0,0.15,25.0,12.0,,215.0,60.0,16.0,71.0,18.0,,,,,
12668.0,Andhra Pradesh,East Godavari,Kotapadu,82.025,17.0883,2023.0,7.36,970.0,0.0,381.0,73.0,0.29,25.0,29.0,,265.0,84.0,13.0,92.0,18.0,,,,,
12669.0,Andhra Pradesh,East Godavari,Rajahmundry-Main Road,81.7776,16.9915,2023.0,7.3,1090.0,0.0,476.0,85.0,0.08,17.0,3.0,,300.0,94.0,16.0,94.0,8.0,,,,,
12670.0,Andhra Pradesh,East Godavari,Kolamuru,81.8051,17.0595,2023.0,7.75,790.0,0.0,439.0,32.0,0.51,17.0,1.0,,330.0,74.0,36.0,37.0,1.0,,,,,
12671.0,Andhra Pradesh,East Godavari,Bhavujipet,81.8467,17.2083,2023.0,7.63,2170.0,0.0,683.0,427.0,1.06,57.0,39.0,,690.0,74.0,124.0,251.0,6.0,,,,,
12672.0,Andhra Pradesh,East Godavari,Gopalpuram,81.5482,17.1011,2023.0,7.52,1050.0,0.0,610.0,57.0,0.3,17.0,4.0,,425.0,132.0,23.0,50.0,31.0,,,,,
12650.0,Andhra Pradesh,Chittoor,Laddigam,78.6231,13.3938,2023.0,7.83,950.0,470.0,577.0,54.0,0.37,32.0,2.0,,185.0,40.0,22.0,138.0,3.0,,,,,
12697.0,Andhra Pradesh,Eluru,Bomminampadu,81.2171,16.4735,2023.0,7.4,3326.0,0.0,598.0,376.0,0.44,295.0,201.0,,653.0,134.0,78.0,367.0,149.0,,,,,
12601.0,Andhra Pradesh,Bapatla,Medarmetla,80.0045,15.7254,2023.0,7.7,983.0,0.0,439.0,52.0,0.47,39.0,2.0,,315.0,62.0,39.0,60.0,14.0,,,,,
12599.0,Andhra Pradesh,Bapatla,Bhattiprolu,80.7864,16.0974,2023.0,8.0,4282.0,0.0,268.0,946.0,0.21,421.0,1.0,,341.0,33.0,63.0,841.0,12.0,,,,,
12530.0,Andhra Pradesh,Annamayya,Ramasamudram,78.4271,13.3643,2023.0,7.78,598.0,0.0,220.0,56.0,0.19,29.0,3.0,,181.0,56.0,10.0,46.0,1.0,,,,,
12531.0,Andhra Pradesh,Annamayya,Piler,78.9503,13.6444,2023.0,7.81,776.0,0.0,330.0,67.0,0.66,15.0,1.0,,233.0,33.0,37.0,69.0,4.0,,,,,
12532.0,Andhra Pradesh,Annamayya,Tummalapeta,78.8068,13.638,2023.0,7.66,770.0,0.0,195.0,76.0,0.58,69.0,14.0,,239.0,65.0,19.0,53.0,2.0,,,,,
12533.0,Andhra Pradesh,Annamayya,Kaliikiri,78.8187,13.6162,2023.0,7.75,344.0,0.0,195.0,11.0,0.96,8.0,9.0,,99.0,28.0,7.0,38.0,1.0,,,,,
12534.0,Andhra Pradesh,Annamayya,Vagalla (Naramakulapalli),78.9119,13.7631,2023.0,7.6,710.0,0.0,293.0,18.0,0.7,32.0,21.0,,244.0,60.0,23.0,36.0,2.0,,,,,
12535.0,Andhra Pradesh,Annamayya,Kandukuru,78.1604,13.761,2023.0,7.56,1060.0,0.0,305.0,78.0,1.4,73.0,33.0,,337.0,82.0,33.0,80.0,2.0,,,,,
12536.0,Andhra Pradesh,Annamayya,Kalakada,78.7932,13.8185,2023.0,7.5,1765.0,0.0,317.0,224.0,0.71,136.0,93.0,,559.0,139.0,51.0,133.0,1.0,,,,,
12537.0,Andhra Pradesh,Annamayya,Papireddygaripalli,78.7309,13.7867,2023.0,7.7,2492.0,0.0,598.0,381.0,1.1,136.0,57.0,,710.0,123.0,98.0,200.0,17.0,,,,,
12538.0,Andhra Pradesh,Annamayya,Medikurthi,78.7732,13.7052,2023.0,8.1,1136.0,0.0,488.0,105.0,0.83,6.0,3.0,,153.0,19.0,25.0,186.0,5.0,,,,,
12529.0,Andhra Pradesh,Annamayya,Thurupupalli,78.6994,13.6238,2023.0,7.8,1200.0,0.0,293.0,137.0,0.6,88.0,16.0,,312.0,76.0,29.0,128.0,4.0,,,,,
12539.0,Andhra Pradesh,Annamayya,T.Chandravaripalli,78.8636,13.7228,2023.0,7.2,781.0,0.0,268.0,46.0,0.33,48.0,1.0,,218.0,57.0,18.0,58.0,0.0,,,,,
12541.0,Andhra Pradesh,Annamayya,Errapalle,78.4608,13.6768,2023.0,7.25,1550.0,0.0,488.0,100.0,1.11,63.0,39.0,,361.0,88.0,35.0,130.0,3.0,,,,,
12542.0,Andhra Pradesh,Annamayya,Danduvaripalle,78.4765,13.5107,2023.0,7.44,1079.0,0.0,342.0,58.0,1.08,56.0,47.0,,328.0,78.0,33.0,52.0,5.0,,,,,
12543.0,Andhra Pradesh,Annamayya,Madanapalle,78.5015,13.5564,2023.0,7.56,6103.0,0.0,805.0,1444.0,0.91,307.0,65.0,,1333.0,289.0,149.0,599.0,158.0,,,,,
12544.0,Andhra Pradesh,Annamayya,Nimmanapalle,78.6687,13.5705,2023.0,7.8,694.0,0.0,281.0,44.0,0.71,24.0,1.0,,187.0,45.0,18.0,48.0,4.0,,,,,
12545.0,Andhra Pradesh,Annamayya,Pulikallu,78.2243,13.7738,2023.0,7.98,779.0,0.0,232.0,49.0,0.61,49.0,13.0,,223.0,56.0,20.0,51.0,2.0,,,,,
12546.0,Andhra Pradesh,Annamayya,Chokkandapalle,78.4522,13.3255,2023.0,7.25,3122.0,0.0,342.0,494.0,1.08,154.0,54.0,,984.0,210.0,112.0,113.0,13.0,,,,,
12547.0,Andhra Pradesh,Annamayya,"Aq-Ii, At-Nakkalavandlapalli",78.5433,14.0388,2023.0,7.76,724.0,0.0,366.0,17.0,0.9,15.0,3.0,,249.0,66.0,21.0,39.0,1.0,,,,,
12548.0,Andhra Pradesh,Annamayya,"Appayagaripalli,",78.9217,14.0836,2023.0,7.8,1035.0,0.0,391.0,87.0,0.84,52.0,5.0,,358.0,63.0,49.0,59.0,1.0,,,,,
12549.0,Andhra Pradesh,Annamayya,T.Sundupalli,78.9094,13.9794,2023.0,7.99,1088.0,0.0,549.0,52.0,0.72,25.0,14.0,,237.0,45.0,30.0,142.0,1.0,,,,,
12540.0,Andhra Pradesh,Annamayya,Kurabalakota,78.4887,13.6597,2023.0,7.45,379.0,0.0,146.0,23.0,0.45,5.0,2.0,,76.0,20.0,7.0,39.0,1.0,,,,,
12528.0,Andhra Pradesh,Annamayya,Basani Khonda,78.5298,13.5513,2023.0,7.84,992.0,0.0,342.0,70.0,0.83,64.0,5.0,,321.0,82.0,28.0,78.0,1.0,,,,,
12527.0,Andhra Pradesh,Annamayya,Arogyavaram,78.527,13.5934,2023.0,7.82,1040.0,0.0,342.0,62.0,1.37,65.0,73.0,,335.0,88.0,28.0,88.0,5.0,,,,,
12526.0,Andhra Pradesh,Annamayya,Kandlamadugu,78.4184,13.6663,2023.0,7.82,950.0,0.0,391.0,48.0,1.21,20.0,5.0,,259.0,63.0,24.0,64.0,9.0,,,,,
12504.0,Andhra Pradesh,Annamayya,Kodur,79.3532,13.9587,2023.0,7.43,1314.0,0.0,378.0,181.0,0.55,60.0,29.0,,392.0,85.0,44.0,98.0,75.0,,,,,
12505.0,Andhra Pradesh,Annamayya,Penagaluru,79.2609,14.295,2023.0,7.69,840.0,0.0,244.0,159.0,0.83,36.0,0.0,,331.0,62.0,43.0,72.0,1.0,,,,,
12506.0,Andhra Pradesh,Annamayya,Chitvel,79.3249,14.1782,2023.0,7.89,245.0,0.0,146.0,8.0,0.15,11.0,0.0,,110.0,20.0,15.0,9.0,4.0,,,,,
12507.0,Andhra Pradesh,Annamayya,Pothanavaripally,79.1984,14.1481,2023.0,7.36,1670.0,0.0,427.0,250.0,0.67,181.0,1.0,,585.0,134.0,61.0,110.0,5.0,,,,,
12508.0,Andhra Pradesh,Annamayya,Pujarivandlapally,78.9101,14.0462,2023.0,7.58,274.0,0.0,122.0,22.0,0.78,11.0,9.0,,76.0,21.0,6.0,29.0,0.0,,,,,
12509.0,Andhra Pradesh,Annamayya,Bowreddygaripallli,78.5903,14.1407,2023.0,7.22,635.0,0.0,293.0,8.0,0.48,6.0,9.0,,216.0,55.0,19.0,19.0,0.0,,,,,
12510.0,Andhra Pradesh,Annamayya,Pullampet (Ew Of Aq-Ii),79.2115,14.1208,2023.0,7.39,1386.0,0.0,391.0,129.0,0.56,78.0,15.0,,472.0,90.0,61.0,75.0,2.0,,,,,
12511.0,Andhra Pradesh,Annamayya,Ananta-Samudram (Ow2 Of Aq-Ii (3Rd,79.1697,14.0652,2023.0,8.0,390.0,0.0,220.0,18.0,0.43,2.0,2.0,,166.0,14.0,32.0,13.0,4.0,,,,,
12512.0,Andhra Pradesh,Annamayya,GWaedlle)la Venkatrampuram(Ow1 Of Aq-,79.2372,14.0142,2023.0,7.64,986.0,0.0,366.0,47.0,0.58,21.0,28.0,,313.0,47.0,47.0,39.0,4.0,,,,,
12513.0,Andhra Pradesh,Annamayya,"GIi, u2nNddlu Wr (eElwl) Of Aq-I, 2Nd Well)",79.1138,14.2507,2023.0,7.9,535.0,0.0,232.0,22.0,0.32,13.0,3.0,,149.0,39.0,13.0,34.0,7.0,,,,,
12514.0,Andhra Pradesh,Annamayya,"Gangarajupalem (Ew Of Aq-Ii, One",79.3386,13.9838,2023.0,7.73,1505.0,0.0,488.0,147.0,0.37,52.0,16.0,,442.0,48.0,78.0,107.0,9.0,,,,,
12515.0,Andhra Pradesh,Annamayya,KWoeklal)ldoddi Ew Aq-Ii,79.4167,13.7863,2023.0,7.8,736.0,0.0,281.0,45.0,0.27,12.0,6.0,,248.0,63.0,22.0,30.0,3.0,,,,,
12516.0,Andhra Pradesh,Annamayya,Mangampet Ew Of Aq -I,79.3085,14.041,2023.0,7.7,1346.0,0.0,391.0,99.0,0.67,90.0,25.0,,512.0,91.0,69.0,47.0,1.0,,,,,
12517.0,Andhra Pradesh,Annamayya,M Rachapalli Ew- 2 Of Aq Ii,79.3553,14.1784,2023.0,7.82,652.0,0.0,244.0,23.0,0.67,27.0,0.0,,201.0,38.0,26.0,25.0,6.0,,,,,
12518.0,Andhra Pradesh,Annamayya,Erraguntla Kota Ew Of Aq -Ii,79.2749,13.9583,2023.0,7.6,727.0,0.0,366.0,10.0,0.43,17.0,13.0,,294.0,53.0,40.0,10.0,6.0,,,,,
12519.0,Andhra Pradesh,Annamayya,Yanadipalli Aq-1 Ow2,79.3883,13.8815,2023.0,7.84,820.0,0.0,207.0,129.0,0.23,1.0,13.0,,184.0,17.0,34.0,68.0,6.0,,,,,
12520.0,Andhra Pradesh,Annamayya,Thimmayagaripalli Ew Of Aq-Ii,79.2744,14.2216,2023.0,7.5,1723.0,0.0,488.0,180.0,1.29,135.0,1.0,,606.0,110.0,81.0,88.0,13.0,,,,,
12521.0,Andhra Pradesh,Annamayya,Ramapuram,78.7603,14.1936,2023.0,7.89,1753.0,0.0,366.0,326.0,0.6,20.0,3.0,,411.0,31.0,81.0,172.0,4.0,,,,,
12522.0,Andhra Pradesh,Annamayya,Reddyvaripally,79.2892,14.3219,2023.0,7.93,807.0,0.0,244.0,118.0,0.63,2.0,0.0,,236.0,39.0,34.0,53.0,1.0,,,,,
12523.0,Andhra Pradesh,Annamayya,Vadipalli (Brahmagari Devalayam),79.2357,14.2484,2023.0,7.55,984.0,0.0,476.0,26.0,1.59,47.0,0.0,,411.0,78.0,53.0,24.0,5.0,,,,,
12525.0,Andhra Pradesh,Annamayya,Kalakoda,78.7878,13.8275,2023.0,7.76,3132.0,0.0,696.0,416.0,0.74,148.0,232.0,,630.0,149.0,63.0,314.0,208.0,,,,,
12550.0,Andhra Pradesh,Annamayya,"Somalavandlapalli,",78.6286,14.1331,2023.0,8.07,2304.0,0.0,647.0,295.0,1.85,141.0,1.0,,429.0,44.0,77.0,319.0,1.0,,,,,
12553.0,Andhra Pradesh,Annamayya,"Gundlapalli,",78.9438,13.9113,2023.0,7.82,782.0,0.0,391.0,23.0,0.6,19.0,4.0,,268.0,63.0,27.0,39.0,1.0,,,,,
12579.0,Andhra Pradesh,Bapatla,Kolluru,80.8049,16.1667,2023.0,7.13,1677.0,0.0,330.0,215.0,0.21,249.0,7.0,,340.0,66.0,43.0,224.0,4.0,,,,,
12580.0,Andhra Pradesh,Bapatla,Punnapalle,80.7012,16.0611,2023.0,7.21,1284.0,0.0,366.0,137.0,0.86,65.0,5.0,,331.0,85.0,29.0,96.0,24.0,,,,,
12582.0,Andhra Pradesh,Bapatla,Yemminenivaripalem,80.665,16.0381,2023.0,7.5,4203.0,0.0,73.0,1327.0,0.22,3.0,1.0,,132.0,23.0,18.0,815.0,19.0,,,,,
12583.0,Andhra Pradesh,Bapatla,Muppavaram,80.0518,15.8431,2023.0,7.3,840.0,0.0,378.0,56.0,0.32,23.0,6.0,,286.0,81.0,21.0,45.0,4.0,,,,,
12584.0,Andhra Pradesh,Bapatla,Chirala,80.3545,15.8298,2023.0,7.3,900.0,0.0,391.0,59.0,0.37,13.0,20.0,,235.0,65.0,18.0,53.0,37.0,,,,,
12585.0,Andhra Pradesh,Bapatla,Kadavakuduru,80.2543,15.7264,2023.0,7.4,957.0,0.0,293.0,64.0,0.97,36.0,27.0,,168.0,40.0,16.0,55.0,90.0,,,,,
12586.0,Andhra Pradesh,Bapatla,Addanki Pz,79.9723,15.8273,2023.0,7.6,335.0,0.0,220.0,14.0,0.32,2.0,4.0,,88.0,21.0,9.0,43.0,6.0,,,,,
12587.0,Andhra Pradesh,Bapatla,Santamaguluru Pz,79.9597,16.1193,2023.0,8.6,3500.0,180.0,366.0,513.0,2.93,226.0,29.0,,258.0,86.0,10.0,650.0,7.0,,,,,
12578.0,Andhra Pradesh,Bapatla,Kuchipudi,80.6595,16.1847,2023.0,7.09,1060.0,0.0,427.0,56.0,0.13,19.0,0.0,,322.0,101.0,17.0,35.0,40.0,,,,,
12588.0,Andhra Pradesh,Bapatla,Vaidana Kopperapadu,79.9626,15.9606,2023.0,8.2,1027.0,72.0,159.0,78.0,0.4,57.0,4.0,,221.0,51.0,23.0,66.0,74.0,,,,,
12590.0,Andhra Pradesh,Bapatla,Duddukuru,80.173,15.7426,2023.0,7.7,955.0,0.0,378.0,102.0,0.53,21.0,1.0,,214.0,49.0,23.0,102.0,23.0,,,,,
12591.0,Andhra Pradesh,Bapatla,Inkolu,80.1911,15.8263,2023.0,7.9,1180.0,0.0,378.0,98.0,0.4,99.0,22.0,,222.0,57.0,19.0,76.0,145.0,,,,,
12592.0,Andhra Pradesh,Bapatla,Nutalapadu,80.234,15.9348,2023.0,7.5,3057.0,0.0,574.0,388.0,0.91,301.0,95.0,,540.0,96.0,73.0,452.0,12.0,,,,,
12593.0,Andhra Pradesh,Bapatla,Daggu Padu,80.2099,15.8783,2023.0,7.6,1957.0,0.0,330.0,335.0,1.44,133.0,1.0,,295.0,68.0,30.0,312.0,2.0,,,,,
12594.0,Andhra Pradesh,Bapatla,Veta Palem,80.3047,15.7742,2023.0,7.7,1071.0,0.0,342.0,94.0,0.08,55.0,27.0,,187.0,45.0,18.0,104.0,88.0,,,,,
12595.0,Andhra Pradesh,Bapatla,Vadarevu,80.411,15.7975,2023.0,7.5,1633.0,0.0,281.0,269.0,1.2,47.0,34.0,,315.0,75.0,31.0,187.0,31.0,,,,,
12596.0,Andhra Pradesh,Bapatla,Karamchedu,80.3334,15.8716,2023.0,7.65,1153.0,0.0,305.0,121.0,0.47,98.0,1.0,,317.0,63.0,39.0,117.0,6.0,,,,,
12598.0,Andhra Pradesh,Bapatla,Pullaripalem,80.3247,15.74,2023.0,7.2,25600.0,0.0,73.0,8445.0,0.34,1392.0,0.0,,2188.0,270.0,368.0,4756.0,54.0,,,,,
12577.0,Andhra Pradesh,Bapatla,Govada,80.6675,16.0698,2023.0,6.99,955.0,0.0,330.0,56.0,0.66,24.0,5.0,,271.0,75.0,20.0,61.0,2.0,,,,,
12576.0,Andhra Pradesh,Bapatla,Bapatla,80.4824,15.9159,2023.0,7.0,780.0,0.0,305.0,45.0,0.05,33.0,4.0,,254.0,70.0,19.0,47.0,8.0,,,,,
12575.0,Andhra Pradesh,Bapatla,Mannevaripalem,80.6142,15.9719,2023.0,6.7,1267.0,0.0,525.0,59.0,0.37,21.0,4.0,,425.0,111.0,36.0,64.0,19.0,,,,,
12555.0,Andhra Pradesh,Annamayya,"Lakireddypalli,",78.7015,14.1849,2023.0,7.11,2547.0,0.0,391.0,552.0,0.72,85.0,24.0,,884.0,133.0,134.0,138.0,4.0,,,,,
12556.0,Andhra Pradesh,Annamayya,"Rayavaram,",78.983,13.9895,2023.0,7.41,1160.0,0.0,330.0,175.0,0.58,25.0,2.0,,365.0,74.0,44.0,95.0,3.0,,,,,
12557.0,Andhra Pradesh,Annamayya,"Aq-Ii, At-Keshapuram,",78.6565,13.8978,2023.0,7.58,923.0,0.0,439.0,46.0,0.88,32.0,10.0,,298.0,72.0,28.0,64.0,1.0,,,,,
12558.0,Andhra Pradesh,Annamayya,"At-Besthapalli,",78.6865,13.9207,2023.0,7.65,593.0,0.0,244.0,27.0,0.53,23.0,12.0,,221.0,53.0,22.0,32.0,1.0,,,,,
12559.0,Andhra Pradesh,Annamayya,K C Pally,78.4946,13.3652,2023.0,7.6,1085.0,0.0,439.0,70.0,0.59,24.0,2.0,,335.0,55.0,48.0,91.0,4.0,,,,,
12560.0,Andhra Pradesh,Annamayya,"Aq-Ii, At-Padamatikona,",78.652,13.9352,2023.0,7.53,1024.0,0.0,330.0,85.0,0.58,60.0,34.0,,397.0,92.0,41.0,50.0,2.0,,,,,
12561.0,Andhra Pradesh,Annamayya,"Kayalwandlapalli,",78.6865,13.9207,2023.0,7.67,2104.0,0.0,647.0,205.0,0.6,119.0,77.0,,561.0,100.0,76.0,143.0,65.0,,,,,
12562.0,Andhra Pradesh,Annamayya,B. Kothakota,78.3118,13.6136,2023.0,8.1,1116.0,0.0,305.0,99.0,0.34,97.0,8.0,,185.0,36.0,23.0,121.0,56.0,,,,,
12563.0,Andhra Pradesh,Annamayya,Kamapally,79.2683,14.057,2023.0,7.97,408.0,0.0,244.0,10.0,0.52,6.0,1.0,,185.0,41.0,20.0,11.0,4.0,,,,,
12564.0,Andhra Pradesh,Annamayya,Yanadipalli,79.3881,13.8814,2023.0,8.1,628.0,0.0,122.0,116.0,0.21,9.0,2.0,,83.0,17.0,10.0,74.0,14.0,,,,,
12566.0,Andhra Pradesh,Annamayya,"Aq-I (2Nd Well ) Nagavaram,",79.3558,14.0414,2023.0,7.9,422.0,0.0,207.0,33.0,0.22,9.0,1.0,,163.0,24.0,25.0,24.0,8.0,,,,,
12567.0,Andhra Pradesh,Annamayya,"Nagavaram,",79.3558,14.0414,2023.0,7.8,559.0,0.0,268.0,29.0,0.3,1.0,2.0,,228.0,44.0,29.0,21.0,14.0,,,,,
12568.0,Andhra Pradesh,Annamayya,"Aq-Ii (4Th Well ) Nagavaram,",79.3558,14.0414,2023.0,7.74,563.0,0.0,293.0,23.0,0.47,21.0,0.0,,271.0,56.0,32.0,17.0,5.0,,,,,
12569.0,Andhra Pradesh,Annamayya,Anantasamudram,79.1697,14.0656,2023.0,7.7,722.0,0.0,293.0,63.0,0.57,11.0,14.0,,317.0,55.0,44.0,22.0,7.0,,,,,
